w, relerror, abserror 
0.0001,0.025134831416812775,0.001443761543500666
0.00014563484775012445,0.025134831645700018,0.001443761542183425
0.00021209508879201905,0.025134832131237832,0.001443761539391009
0.00030888435964774815,0.0251348331454268,0.0014437615325708102
0.0004498432668969444,0.02513483529547778,0.0014437615180541105
0.0006551285568595509,0.025134839838992194,0.0014437614862992522
0.0009540954763499944,0.025134849506478922,0.001443761420735272
0.0013894954943731374,0.025134870004002427,0.0014437612812870295
0.0020235896477251557,0.02513491347265758,0.0014437609852258248
0.0029470517025518097,0.025135005666261336,0.0014437603572934501
0.004291934260128779,0.025135201195228475,0.0014437590252828801
0.0062505519252739694,0.025135615931125458,0.0014437562032742334
0.009102981779915217,0.02513649550976235,0.001443750221375031
0.013257113655901081,0.025138360762405894,0.0014437375472907744
0.019306977288832496,0.02514231582617326,0.0014437107405932278
0.02811768697974228,0.02515069934633984,0.00144365420295206
0.040949150623804234,0.025168458029949013,0.0014435357123708504
0.05963623316594643,0.02520602298056142,0.0014432907216897627
0.08685113737513521,0.025285244670237062,0.001442798682806414
0.12648552168552957,0.02545123718731962,0.0014418713776153777
0.18420699693267145,0.02579416479992472,0.001440361229441231
0.2682695795279725,0.02648079674029871,0.0014387030467378275
0.3906939937054613,0.027760980979108937,0.0014389484470835189
0.5689866029018293,0.029770485160632368,0.0014422718397205255
0.8286427728546842,0.031668739462463624,0.001427392733098306
1.2067926406393288,0.030905744149315666,0.0013234456996370795
1.7575106248547894,0.03226348575666509,0.0013330526728245098
2.559547922699533,0.046957700836062974,0.0018543237053892626
3.727593720314938,0.04629981385081953,0.0017432534581623095
5.428675439323859,0.025164342206868872,0.0011246261073739636
7.9060432109076855,0.019756446855523125,0.0014128652049452933
11.513953993264458,0.0022330870128656256,0.0024606713392613428
16.768329368110066,0.005485992286313282,0.0011385153078578532
24.420530945486497,0.025547848609505663,0.0008157506998453514
35.564803062231285,0.11828195925754903,0.0006797923039271621
51.79474679231202,0.5656468637001211,0.0010957090858487735
75.43120063354607,0.5753793438965913,0.0011047349244443499
109.85411419875572,0.7014127027946149,0.0013253531412086188
159.98587196060572,0.7936450923945749,0.0014378840731097558
232.99518105153672,0.8634835471173486,0.0014757745144126646
339.3221771895323,0.9150698591453794,0.0014769732194221293
494.1713361323828,0.950417358774551,0.0014655047371044732
719.6856730011514,0.9724599134972506,0.0014536544980167918
1048.1131341546852,0.9849545850439475,0.0014454463632179015
1526.4179671752302,0.9915111797914831,0.001440656682760211
2222.996482526191,0.994783276310201,0.001437969543930694
3237.45754281764,0.9963706791019052,0.0014362150126098633
4714.8663634573895,0.997129638274402,0.0014344608992767252
6866.488450042998,0.9974900048453921,0.0014317021850554978
10000.0,0.9976607532581616,0.001426352048984704
