w, relerror, abserror 
0.0001,0.11327268476570383,0.006506458845170742
0.00014563484775012445,0.11327268591906865,0.006506458846234243
0.00021209508879201905,0.11327268838506024,0.006506458849610736
0.00030888435964774815,0.11327269361651032,0.006506458856837571
0.0004498432668969444,0.1132727047346714,0.006506458873484158
0.0006551285568595509,0.1132727282987608,0.0065064589077702874
0.0009540954763499944,0.11327277826042753,0.006506458979583365
0.0013894954943731374,0.1132728842464431,0.006506459133016421
0.0020235896477251557,0.11327310902623297,0.006506459457885492
0.0029470517025518097,0.11327358577691686,0.006506460147439355
0.004291934260128779,0.11327459690592413,0.006506461609277029
0.0062505519252739694,0.11327674134504453,0.006506464709348227
0.009102981779915217,0.11328128901687509,0.006506471279269771
0.013257113655901081,0.1132909319135788,0.006506485196751646
0.019306977288832496,0.11331137267037394,0.006506514630020044
0.02811768697974228,0.11335467568292683,0.006506576684824476
0.040949150623804234,0.1134462912725043,0.006506706636259402
0.05963623316594643,0.11363958431640879,0.006506974852281959
0.08685113737513521,0.11404502688806027,0.006507511266774416
0.12648552168552957,0.11488517454320972,0.006508510516287645
0.18420699693267145,0.11658315751664054,0.006510071614852175
0.2682695795279725,0.11984829887833183,0.006511364232489357
0.3906939937054613,0.12555785990796434,0.006508101701076646
0.5689866029018293,0.13391970116160906,0.0064879229453939525
0.8286427728546842,0.14247886117350778,0.006421894098444998
1.2067926406393288,0.14551784738738377,0.006231364901451247
1.7575106248547894,0.14489523339051655,0.005986736201027414
2.559547922699533,0.16307669291478383,0.006439773925986841
3.727593720314938,0.15435709226750785,0.005811762780606706
5.428675439323859,0.15822667391787051,0.007071349090238169
7.9060432109076855,0.07953447088447886,0.005687838877515571
11.513953993264458,0.007109103499310249,0.00783362543770608
16.768329368110066,0.027306808484150912,0.0056670184435934036
24.420530945486497,0.1802045983570901,0.005753988504944062
35.564803062231285,0.7191642306781638,0.004133194211047975
51.79474679231202,0.9738113388312203,0.0018863605552060592
75.43120063354607,0.9737325518822542,0.0018695776421997809
109.85411419875572,0.9707405532263595,0.001834261108176534
159.98587196060572,0.9725837015616473,0.0017620755519601372
232.99518105153672,0.9781438615252843,0.0016717397651492584
339.3221771895323,0.984811173210596,0.0015895395466070659
494.1713361323828,0.9905382550549097,0.0015273695199947554
719.6856730011514,0.9945440599226583,0.0014866663665170621
1048.1131341546852,0.9969519514402835,0.0014630528091283013
1526.4179671752302,0.9982531045352387,0.001450452637798056
2222.996482526191,0.9989118256974565,0.0014439374048918346
3237.45754281764,0.9992336041330008,0.0014403417658312068
4714.8663634573895,0.9993879575956769,0.0014377096952608221
6866.488450042998,0.9994613630281346,0.0014345316849041674
10000.0,0.9994961730509819,0.0014289761421683704
