t, yerr 
0.0,0.0018920103067448812
0.001953125,0.0018839626981575809
0.00390625,0.0018764342369272954
0.005859375,0.0018692039764346335
0.0078125,0.001862175825950554
0.009765625,0.001855282433027583
0.01171875,0.0018484749703282764
0.013671875,0.0018417176010191915
0.015625,0.0018349843460432817
0.017578125,0.0018282571791010647
0.01953125,0.0018215246228681862
0.021484375,0.0018147804635600191
0.0234375,0.0018080224597362435
0.025390625,0.0018012510734022975
0.02734375,0.0017944683180771209
0.029296875,0.0017876768181079178
0.03125,0.0017808791425918697
0.033203125,0.0017740774123966717
0.03515625,0.0017672731506305675
0.037109375,0.0017604673190474082
0.0390625,0.0017536604586560777
0.041015625,0.0017468528834019214
0.04296875,0.0017400448701530757
0.044921875,0.0017332368063586406
0.046875,0.0017264292716045082
0.048828125,0.0017196230491186564
0.05078125,0.0017128190602148474
0.052734375,0.001706018246846714
0.0546875,0.001699221424392844
0.056640625,0.0016924291493026068
0.05859375,0.0016856416279003006
0.060546875,0.0016788587006935553
0.0625,0.0016720799131572832
0.064453125,0.0016653046554696146
0.06640625,0.001658532344476412
0.068359375,0.0016517626040776692
0.0703125,0.001644995395947002
0.072265625,0.001638231073215415
0.07421875,0.0016314703367958368
0.076171875,0.0016247141155671914
0.078125,0.0016179633984683484
0.080078125,0.00161121906749468
0.08203125,0.0016044817871743854
0.083984375,0.001597751973516725
0.0859375,0.0015910298695622107
0.087890625,0.0015843157038509048
0.08984375,0.001577609899985602
0.091796875,0.0015709132801557451
0.09375,0.0015642272131289807
0.095703125,0.0015575536536671674
0.09765625,0.0015508950578590106
0.099609375,0.0015442541715376733
0.1015625,0.001537633732346992
0.103515625,0.0015310361335246214
0.10546875,0.0015244631190042364
0.107421875,0.0015179155745501875
0.109375,0.0015113934635054085
0.111328125,0.0015048959213718168
0.11328125,0.001498421506336012
0.115234375,0.0014919685597753673
0.1171875,0.0014855356068055666
0.119140625,0.0014791217250827134
0.12109375,0.0014727267993387444
0.123046875,0.0014663516139709679
0.125,0.0014599977593738524
0.126953125,0.001453667370308211
0.12890625,0.001447362742604125
0.130859375,0.0014410859192524764
0.1328125,0.001434838320789567
0.134765625,0.00142862051314405
0.13671875,0.0014224321575421544
0.138671875,0.0014162721640373903
0.140625,0.0014101390123204393
0.142578125,0.001404031178373293
0.14453125,0.0013979475705613352
0.146484375,0.0013918878785987344
0.1484375,0.0013858527569516892
0.150390625,0.001379843798047105
0.15234375,0.0013738632981180653
0.154296875,0.0013679138608665615
0.15625,0.0013619979312275603
0.158203125,0.0013561173564529882
0.16015625,0.0013502730770267968
0.162109375,0.0013444650192927959
0.1640625,0.00133869221263004
0.166015625,0.0013329531162956975
0.16796875,0.0013272460842982368
0.169921875,0.0013215698713148886
0.171875,0.0013159240671662261
0.173828125,0.001310309365570516
0.17578125,0.0013047276097402007
0.177734375,0.001299181591644629
0.1796875,0.0012936746544994172
0.181640625,0.001288210172688882
0.18359375,0.0012827910180462847
0.185546875,0.0012774191236600316
0.1875,0.0012720952380579477
0.189453125,0.0012668189194636787
0.19140625,0.0012615887738766068
0.193359375,0.0012564028884336997
0.1953125,0.001251259374564101
0.197265625,0.0012461569171723515
0.19921875,0.0012410952172116345
0.201171875,0.001236075245863296
0.203125,0.0012310992696649918
0.205078125,0.0012261706361285216
0.20703125,0.0012212933813215406
0.208984375,0.0012164717299918723
0.2109375,0.001211709595357187
0.212890625,0.0012070101735916468
0.21484375,0.0012023757058241442
0.216796875,0.0011978074520606393
0.21875,0.0011933058697469402
0.220703125,0.0011888709531648876
0.22265625,0.0011845026658632721
0.224609375,0.0011802013692667499
0.2265625,0.0011759681707192802
0.228515625,0.0011718051201235202
0.23046875,0.0011677152220848745
0.232421875,0.0011637022654169733
0.234375,0.0011597705105953996
0.236328125,0.0011559243015697794
0.23828125,0.0011521676769565298
0.240234375,0.0011485040678162243
0.2421875,0.0011449361350553235
0.244140625,0.0011414657806817976
0.24609375,0.0011380943324541105
0.248046875,0.001134822865808643
0.25,0.001131652591835748
0.251953125,0.0011285852401906025
0.25390625,0.0011256233462837947
0.255859375,0.001122770387803736
0.2578125,0.0011200307220989045
0.259765625,0.0011174093256900346
0.26171875,0.001114911374953193
0.263671875,0.0011125417344137205
0.265625,0.0011103044410096295
0.267578125,0.0011082022873394291
0.26953125,0.0011062365821220975
0.271484375,0.0011044071499104525
0.2734375,0.0011027125827806168
0.275390625,0.0011011507121381772
0.27734375,0.001099719227973196
0.279296875,0.0010984163370087762
0.28125,0.001097241336144169
0.283203125,0.0010961949848043476
0.28515625,0.0010952795869700416
0.287109375,0.0010944987395746395
0.2890625,0.001093856772360215
0.291015625,0.0010933579447374895
0.29296875,0.0010930055333063392
0.294921875,0.0010928009637761673
0.296875,0.0010927431410259205
0.298828125,0.0010928281021152489
0.30078125,0.0010930490740975044
0.302734375,0.0010933969394567537
0.3046875,0.0010938610390881572
0.306640625,0.0010944301861790116
0.30859375,0.001095093711055146
0.310546875,0.001095842349880278
0.3125,0.0010966688118919658
0.314453125,0.0010975678997529336
0.31640625,0.0010985361513558048
0.318359375,0.0010995710416804667
0.3203125,0.0011006698777852992
0.322265625,0.0011018285666325942
0.32421875,0.001103040485209597
0.326171875,0.0011042956542090276
0.328125,0.001105580377566543
0.330078125,0.001106877441424457
0.33203125,0.0011081668615256126
0.333984375,0.001109427086451871
0.3359375,0.0011106364839806285
0.337890625,0.001111774887611974
0.33984375,0.0011128249762685405
0.341796875,0.001113773276364285
0.34375,0.0011146106445032314
0.345703125,0.0011153321654793044
