w, relerror, abserror 
0.0001,0.09415739547913768,0.005408463831511166
0.00014563484775012445,0.09415739656425076,0.0054084638396547716
0.00021209508879201905,0.09415739888960523,0.005408463858286965
0.00030888435964774815,0.09415740382910402,0.005408463898234784
0.0004498432668969444,0.09415741431500571,0.005408463983527306
0.0006551285568595509,0.0941574365405177,0.005408464163554266
0.0009540954763499944,0.09415748366944694,0.005408464544831186
0.0013894954943731374,0.09415758363703174,0.005408465354029863
0.0020235896477251557,0.0941577956571428,0.005408467070019117
0.0029470517025518097,0.09415824535559096,0.005408470710598921
0.004291934260128779,0.0941591990969634,0.00540847843045932
0.0062505519252739694,0.0941612218311719,0.005408494802719105
0.009102981779915217,0.09416551139636978,0.0054085295172352854
0.013257113655901081,0.09417460704501741,0.005408603109697491
0.019306977288832496,0.09419388786378517,0.005408759023924753
0.02811768697974228,0.09423473408475984,0.005409088950257417
0.040949150623804234,0.0943211541004181,0.005409785304048824
0.05963623316594643,0.09450349533607331,0.005411247069440243
0.08685113737513521,0.09488601046012839,0.005414280648419975
0.12648552168552957,0.09567884652543393,0.0054204276685225665
0.18420699693267145,0.09728207631640469,0.005432287966389253
0.2682695795279725,0.10036865508068771,0.0054530341846479756
0.3906939937054613,0.10578024926190965,0.0054829591764814535
0.5689866029018293,0.11375617067377441,0.005511073154232119
0.8286427728546842,0.12206045870080637,0.005501583413343193
1.2067926406393288,0.12533574859958924,0.00536712711700208
1.7575106248547894,0.12688795800616476,0.005242717195689833
2.559547922699533,0.14961089673591005,0.0059080199299042825
3.727593720314938,0.13588229303343402,0.005116160466579615
5.428675439323859,0.14475403008935686,0.006469239690344483
7.9060432109076855,0.07369633565289123,0.005270329687184141
11.513953993264458,0.005394618346589705,0.005944409096120375
16.768329368110066,0.02824563145978788,0.00586185362989106
24.420530945486497,0.1959885971321235,0.006257976462752021
35.564803062231285,0.7667546626223406,0.0044067068378195505
51.79474679231202,0.9810685036274331,0.0019004183391610463
75.43120063354607,0.976035613426133,0.00187399954671835
109.85411419875572,0.9715400069681214,0.0018357717145908081
159.98587196060572,0.9726816594549279,0.0017622530268742182
232.99518105153672,0.9779987802088217,0.0016714918075476715
339.3221771895323,0.9846364558001532,0.0015892575430708205
494.1713361323828,0.9904047188555063,0.0015271636126310125
719.6856730011514,0.9944583571959262,0.001486538256193462
1048.1131341546852,0.9969002465011758,0.0014629769307910373
1526.4179671752302,0.9982210857472505,0.0014504061147917306
2222.996482526191,0.9988900856803231,0.001443905979471578
3237.45754281764,0.9992169571927396,0.0014403177701576902
4714.8663634573895,0.9993737701929986,0.0014376892854027423
6866.488450042998,0.9994483493234387,0.0014345130062714412
10000.0,0.9994837175348537,0.0014289583345610322
