w, relerror, abserror 
0.0001,0.021927384781593708,0.0012595236614967172
0.00014563484775012445,0.02192738498893276,0.0012595236607875657
0.00021209508879201905,0.0219273854304623,0.0012595236593826082
0.00030888435964774815,0.021927386347862628,0.0012595236553071155
0.0004498432668969444,0.021927388294791832,0.0012595236467352715
0.0006551285568595509,0.02192739240861871,0.001259523627654977
0.0009540954763499944,0.02192740116087901,0.0012595235887488635
0.0013894954943731374,0.021927419721091603,0.0012595235060615208
0.0020235896477251557,0.021927459079600982,0.0012595233303151047
0.0029470517025518097,0.02192754255311909,0.0012595229574009275
0.004291934260128779,0.021927719596019787,0.0012595221667306836
0.0062505519252739694,0.02192809511701556,0.0012595204922738927
0.009102981779915217,0.021928891527619118,0.0012595169436094742
0.013257113655901081,0.02193058040543197,0.0012595094272237354
0.019306977288832496,0.02193416147934275,0.0012594935459631891
0.02811768697974228,0.021941752182270742,0.0012594601176637865
0.040949150623804234,0.02195783113447443,0.0012593903595963202
0.05963623316594643,0.02199184155521056,0.0012592474780327206
0.08685113737513521,0.02206356078003813,0.0012589665176911977
0.12648552168552957,0.02221380586562289,0.0012584634149535186
0.18420699693267145,0.022524078448658374,0.0012577576974477187
0.2682695795279725,0.023144776714453395,0.0012574569074229151
0.3906939937054613,0.024299417465816077,0.0012595235396682474
0.5689866029018293,0.026098948509928947,0.0012643992289370848
0.8286427728546842,0.0277357835463982,0.0012501241461739102
1.2067926406393288,0.026731531550628147,0.0011446975780447302
1.7575106248547894,0.027786575229877458,0.0011480770756822339
2.559547922699533,0.04218168524390899,0.0016657225010679822
3.727593720314938,0.04407876506299091,0.0016596278307979154
5.428675439323859,0.02579321430998658,0.0011527311927185865
7.9060432109076855,0.020775558648236016,0.00148574610313529
11.513953993264458,0.0017202721300744969,0.0018955930968280162
16.768329368110066,0.005947439450080656,0.0012342800541968973
24.420530945486497,0.03941054283583171,0.0012583908097706935
35.564803062231285,0.35141890053014607,0.002019681323630861
51.79474679231202,0.7383691810423212,0.001430287821427226
75.43120063354607,0.8377513078777151,0.0016084920976547517
109.85411419875572,0.8774517853179055,0.0016579874805471304
159.98587196060572,0.9053635826641037,0.0016402897067737243
232.99518105153672,0.9314613187479502,0.0015919549132794566
339.3221771895323,0.9546675719269605,0.0015408861116939672
494.1713361323828,0.972490075937724,0.0014995399651700735
719.6856730011514,0.9843483777963182,0.0014714256363053632
1048.1131341546852,0.9913086163419508,0.0014547710687128881
1526.4179671752302,0.9950266783909616,0.0014457646700969124
2222.996482526191,0.9968985923888765,0.0014410272552627587
3237.45754281764,0.9978105909135442,0.0014382905684286818
4714.8663634573895,0.9982475188724758,0.0014360690713202038
6866.488450042998,0.9984551857279116,0.001433087513802417
10000.0,0.9985536401815241,0.0014276286062598002
