w, relerror, abserror 
0.0001,0.1839044090417241,0.010563592373134204
0.00014563484775012445,0.1839044101649832,0.01056359233182103
0.00021209508879201905,0.18390441256062887,0.010563592244936821
0.00030888435964774815,0.18390441764131985,0.010563592060633339
0.0004498432668969444,0.18390442844747196,0.010563591671514416
0.0006551285568595509,0.18390445135744274,0.010563590845602782
0.0009540954763499944,0.18390449991920063,0.010563589092288543
0.0013894954943731374,0.18390460291894284,0.010563585373728025
0.0020235896477251557,0.18390482141862677,0.010563577489453852
0.0029470517025518097,0.18390528478106308,0.010563560764184023
0.004291934260128779,0.1839062676265925,0.010563525297835524
0.0062505519252739694,0.18390835209867015,0.01056345008230352
0.009102981779915217,0.1839127731352256,0.010563290607656716
0.013257113655901081,0.18392214974730559,0.010562952607702498
0.019306977288832496,0.18394203621837724,0.010562236795172686
0.02811768697974228,0.18398421047805197,0.01056072338489904
0.040949150623804234,0.18407364228384826,0.010557534991882467
0.05963623316594643,0.1842632438355132,0.010550868353224486
0.08685113737513521,0.18466503241486515,0.010537151963658384
0.12648552168552957,0.18551571791870466,0.010509893951167842
0.18420699693267145,0.18731392932938037,0.010459719228479209
0.2682695795279725,0.19110583298186454,0.010382789719539137
0.3906939937054613,0.1990825481628845,0.010319142674964922
0.5689866029018293,0.21579266632158192,0.010454370635027114
0.8286427728546842,0.24963651267451217,0.011251769099618015
1.2067926406393288,0.3125573134102367,0.013384328502960702
1.7575106248547894,0.4128490987640418,0.01705797069577031
2.559547922699533,0.5932079756669584,0.023425329433089084
3.727593720314938,0.833400774862868,0.03137871757964157
5.428675439323859,0.957186228642158,0.04277785659964357
7.9060432109076855,0.6618402060690999,0.04733092975812294
11.513953993264458,0.03912776430059022,0.043115457494100395
16.768329368110066,0.14167058834336524,0.029401086455143957
24.420530945486497,0.5965776149097755,0.019048907573910055
35.564803062231285,1.7801200289928747,0.010230739356802807
51.79474679231202,1.8533717669770835,0.0035901485800670786
75.43120063354607,1.2318446136810648,0.002365155754473362
109.85411419875572,1.0753116880127895,0.0020318533123335884
159.98587196060572,1.0378029662984527,0.0018802363557295352
232.99518105153672,1.0224917399761924,0.0017475344563215572
339.3221771895323,1.013474986420869,0.00163580452195838
494.1713361323828,1.0077179243590078,0.001553859868171378
719.6856730011514,1.0042113479743366,0.0015011172416275929
1048.1131341546852,1.0022414678017366,0.0014708153113836748
1526.4179671752302,1.0012111882994859,0.001454750706473412
2222.996482526191,1.0006976920083845,0.0014465188931675236
3237.45754281764,1.000448716632616,0.0014420932854719997
4714.8663634573895,1.000329711191368,0.001439064492729394
6866.488450042998,1.000273220306016,0.0014356969475464495
10000.0,1.0002464733379097,0.0014300488438338595
