w, relerror, abserror 
0.0001,0.010058157529503385,0.0005777473020907202
0.00014563484775012445,0.010058157689763819,0.0005777473055078843
0.00021209508879201905,0.010058158062558886,0.0005777473146435115
0.00030888435964774815,0.010058158781798712,0.000577747329915831
0.0004498432668969444,0.010058160447216089,0.0005777473703484825
0.0006551285568595509,0.01005816383979593,0.000577747448076336
0.0009540954763499944,0.010058171099467005,0.000577747616623754
0.0013894954943731374,0.010058186467442354,0.0005777479724122719
0.0020235896477251557,0.010058219095055141,0.0005777487289180869
0.0029470517025518097,0.010058288325250546,0.0005777503350920979
0.004291934260128779,0.010058435145839597,0.0005777537410277506
0.0062505519252739694,0.010058746497824725,0.0005777609625000014
0.009102981779915217,0.010059406797180453,0.0005777762769153846
0.013257113655901081,0.0100608070486393,0.000577808753301466
0.019306977288832496,0.010063775916392948,0.0005778776100765949
0.02811768697974228,0.010070068186247736,0.0005780235396597841
0.040949150623804234,0.010083392988524096,0.000578332524920036
0.05963623316594643,0.010111561585915096,0.0005789855476209213
0.08685113737513521,0.010170892247799148,0.000580360211240661
0.12648552168552957,0.010294902383499055,0.0005832300006817428
0.18420699693267145,0.010549991456847449,0.0005891176854628618
0.2682695795279725,0.011057753047901867,0.0006007682909283741
0.3906939937054613,0.012002790235242634,0.0006221464717932306
0.5689866029018293,0.013525491321261449,0.0006552609117985024
0.8286427728546842,0.015201426562159987,0.0006851679661349784
1.2067926406393288,0.015141606936654567,0.0006483938548476651
1.7575106248547894,0.017341881016419713,0.0007165264477340986
2.559547922699533,0.033783342328485795,0.001334078360133017
3.727593720314938,0.0436920740090469,0.0016450683658462784
5.428675439323859,0.01800452037483711,0.0008046446633825093
7.9060432109076855,0.011257565175764555,0.0008050750342688799
11.513953993264458,0.0017459482096267055,0.0019238859455592608
16.768329368110066,0.003706688449679834,0.0007692540056880771
24.420530945486497,0.018275659542503705,0.0005835474559836622
35.564803062231285,0.21891057760857233,0.0012581269945193233
51.79474679231202,0.46445317039990164,0.0008996877582410467
75.43120063354607,0.13627692847267894,0.00026165326210742505
109.85411419875572,0.08840818211525141,0.00016705152531191326
159.98587196060572,0.06601618002584722,0.00011960461261129946
232.99518105153672,0.05180221911113176,8.85348597659377e-05
339.3221771895323,0.04082154849888845,6.588823061499294e-05
494.1713361323828,0.03147653892521358,4.853553702136888e-05
719.6856730011514,0.02379417671078912,3.556805943584305e-05
1048.1131341546852,0.019207549165087073,2.818757586246007e-05
1526.4179671752302,0.016392323053193384,2.381789558592143e-05
2222.996482526191,0.01476928795420183,2.13491589268155e-05
3237.45754281764,0.01390874308696893,2.0048708825960304e-05
4714.8663634573895,0.013478969067623914,1.9390712448912395e-05
6866.488450042998,0.013275459970931788,1.9054331327305667e-05
10000.0,0.013190206297415071,1.8857991273493068e-05
