iter,sigma,sigmatwo,romhtwogap,htwogap,absolute
1,29.6081225248342,29.6081225248342,inf,,5.22984436318785
2,1.8892522499278,1.8892522499278,8.64174833037306,0.32116693597188,6.9094974529227
3,3.25585003876597,1.53810678972779,310.393599815887,1.74038882462,16.0114601371167
4,3.60980396851684,3.60529366625781,28.0131433402785,3.00209634941569,0.310963466378251
5,1.23214590097901,1.21434359850979,10.8704633024076,1.12312281166161,6.18472097211441
6,7.71002728432211,5.31122323354562,10.0059649638217,0.718554332262539,2.42679364788696
7,6.55933737145895,6.55933737145895,21.8622853273921,1.4112550525434,9.80743792945141
8,15.6146787780608,2.80737101867607,36.5224946062509,0.007473344473762,9.84652235792167
9,16.6330826459681,15.9221936862491,31.8168655433716,1.84199789244777,0.213160063099799
10,5.56378401911451,5.56378401911451,16.602576053668,1.22721793470163,6.63131886130216
11,4.2869494082406,4.2869494082406,55.7963417067058,0.617158289707269,3.40367705868195
12,9.16359276143074,9.16359276143074,4.37906812672328,0.41602296598727,1.22794169505674
13,15.0017609575423,8.10484911090007,8.95356784370293,0.196163915316379,0.202034948278512
14,6.98930727986093,2.06744986054937,0.140642024844698,0.000328778305256,0.200315488912032
15,25.7952174655371,25.7143260948969,0.302113154611846,0.000212276585385,0.19920531540852
16,18.074953855446,1.97392477651812,0.031347545815671,7.29434664755775E-05,0.198823832431542
17,22.0086220543636,11.2014353108452,0.202632695113133,9.18260031805446E-05,0.198343596726414
18,17.9037519086439,0.065155253521564,0.128890768987029,3.23294191096284E-05,0.198174518896118
19,24.4186037574231,24.3300674822796,0.151130167392165,4.25318991723665E-05,0.197952083682976
20,17.9189073932556,0.027199571509002,0.043396713028317,1.52411331615887E-05,0.197872374928622
21,7.18566854301754,7.18566854301754,0.110811686857727,2.08890023981892E-05,0.197763128697178
22,6.94437900848975,0.015179639639999,0.063052262626147,7.68749106363599E-06,0.197722924315371
23,7.05663588151909,0.045983902777221,0.071959551243388,1.04361139841598E-05,0.197668345063478
24,6.97223684383498,0.017170391030416,0.04714285502604,3.39795450333564E-06,0.197650574290272
25,10.2259168997967,10.1153361007314,0.046586876258894,6.05312768969274E-06,0.197618917374544
26,2.27679179830568,2.27679179830568,0.045725465543196,1.84781845095587E-06,0.197609253571635
27,1.92117224064062,1.92117224064062,0.007089180970209,6.95498003406468E-06,0.197572880108507
28,7.04396138773579,6.72689879064042,0.026805916934399,3.17896272232168E-06,0.197589505588781
29,6.98506441947953,0.01523237775195,0.030801191724639,2.26877501166795E-06,0.197577640248575
30,7.0742900207342,0.010120595987252,0.023347265324785,4.80800994322435E-07,0.197575125734205
31,6.99413836378806,0.012806297196094,0.024041546149472,9.4173259224795E-07,0.197570200619316
32,7.09807025651216,0.007776681055815,0.019352395408576,1.19498188951863E-07,0.197570825576246
33,1.97934725559114,1.97934725559114,0.019424286959956,9.61574014225488E-07,0.197565796693808
34,1.97962153843448,0.007325486403444,0.04456097293357,7.87696323049886E-08,0.19756538474089
35,0.175320244625034,0.175320244625034,0.034219046556942,4.14128172514345E-07,0.197563218915002
36,0.143231735410473,0.006977086324328,0.012195293985325,1.8534962926505E-08,0.197563315849973
37,1.97943457606012,1.97943457606012,0.013221044316999,3.18419332200728E-07,0.197561650566424
38,1.97960088862493,0.006573526801887,0.004284477055181,7.70459679065661E-08,0.197562053504844
39,1.97946201072966,0.008328188940232,0.011165170694226,2.50700566569091E-07,0.1975607423799
40,2.40359157496904,2.40359157496904,0.007544959776577,1.35910894699791E-07,0.197561453172726
41,2.47398391494579,0.007397362347934,0.009266226393241,3.18851028555073E-07,0.197559785631472
42,1.97958802016278,1.97958802016278,0.006156864774228,6.56580460777826E-08,0.197560129012834
43,1.97949778638785,0.006566569624329,0.008041677473914,3.99716305535662E-06,0.19753922447216
44,7.14332017825607,7.03142077648803,0.003601932629523,3.96170245072631E-06,0.197559943559391
45,7.06280303921302,1.92973032327935,0.007199353339302,8.18644058695306E-08,0.197559515421289
46,1.97957974154838,1.97957974154838,0.004485599056835,1.25535807112669E-07,0.197560171954022
47,2.07130261498745,0.005174274287185,0.002623460533607,2.00864166542234E-07,0.197559121465693
48,1.93052043147802,1.93052043147802,0.004384470425752,2.43691695405622E-07,0.197560395935333
49,1.92554296222185,0.00459472247637,0.004334451708237,2.23212655652518E-07,0.197559228567884
50,1.9795740902255,1.97951743967764,0.002513099688112,8.74164927021507E-08,0.197559685742535
