iter,sigma,sigmatwo,romhtwogap,htwogap,absolute
1,4.96436225648563,4.96436225648563,inf,,4.25508532379058
2,2.81574678207878,2.81574678207878,29.6885062546112,0.728578075131664,7.35524719851891
3,2.29768889290841,2.29768889290841,172.913541728278,1.1486170002011,2.46778385830685
4,1.24009551139313,1.24009551139313,3.90774370588959,0.490415323792691,0.381024811474559
5,2.96670327373529,1.12561998857571,0.354472455248257,0.01397614536158,0.440494502485782
6,1.10211344723167,1.10211344723167,0.205826533406873,0.009188828413692,0.401395253559853
7,0.611234457745265,0.265333293267759,0.238706982401447,0.013182308942126,0.345303404246539
8,1.09579243777871,0.245866563240993,4.01722046052139,0.273946475212111,1.51096903042575
9,0.318584929717292,0.318584929717292,6.43262766805424,0.043047983676259,1.69414187398538
10,0.553331391990826,0.553331391990826,19.4979582695235,0.160701878088595,2.37794207694574
11,0.409457761677876,0.370439463543617,14.5921043928203,0.082444996478276,2.02713158241106
12,1.35385542069974,1.35385542069974,6.27962275491852,0.165382023538972,1.32341696123159
13,0.550370576932125,0.550370576932125,8.58614974579047,0.221358886187828,0.381516013323133
14,1.64510705974193,0.189317961224529,3.87065797594608,0.197932551728073,1.22373590928167
15,0.288235832491559,0.288235832491559,7.09932498766862,0.198011296085228,0.381180949364669
16,0.884035937157406,0.340989270366827,0.215319348223457,0.000271529143521,0.382336329038247
17,0.643308361532391,0.356361386671273,0.35690855505026,0.000253080786556,0.381259448697639
18,1.79209982511013,0.054501494441479,0.154276362655506,0.00028039661177,0.38245256020522
19,0.671614635033236,0.083115279907572,0.278012183442018,0.000263588339552,0.381330969330072
20,0.570379454078159,0.570379454078159,0.037366288834996,0.000211984743455,0.382232982500816
21,0.327556623958639,0.172232351826172,0.297925226263522,0.000254506479788,0.381150035713859
22,0.269833703947462,0.269833703947462,0.152706506097183,0.000575296942021,0.378702098139043
23,0.252785315300059,0.252785315300059,0.174987018305751,0.005984054621077,0.353239435144135
24,0.536196103659687,0.536196103659687,0.116237649191533,0.006256896466011,0.379863063469137
25,0.246465904851687,0.246465904851687,0.160108788030281,0.00039283702722,0.37819150839997
26,1.9941041804711,1.99287834590372,0.05626342326057,0.000262185600168,0.377075886300587
27,2.72460922607016,0.057932395258956,0.21747918647468,0.039111507756854,0.210653083653076
28,1.78535483321579,1.78535483321579,0.079959728638974,0.039109569844337,0.377067640317476
29,1.51280951107481,0.371614183217924,0.077584856484173,3.49388897222865E-05,0.376918972360589
30,0.385779086038487,0.385779086038487,0.065461992384764,0.031593775244786,0.242484762993364
31,0.83050112975904,0.12433207692818,0.094257274412952,0.031591813434702,0.376910624691293
32,0.327757408566901,0.230540823090433,0.058047661305769,1.27986060279697E-05,0.376965083851968
33,0.54553493184739,0.038974407735468,0.118509501879939,1.87376002589167E-05,0.376885353764103
34,0.283568349592093,0.107270141986497,0.053567274696503,1.14035490350749E-05,0.376933876838241
35,0.403426113144539,0.013931026013674,0.102916481901862,1.53441307196951E-05,0.37686858625281
36,0.245972595102705,0.058221750059475,0.043181604292599,0.034014124924633,0.232135582484426
37,0.315696633342477,0.010152937311975,0.085937228964167,0.034011461653991,0.376857253808989
38,0.212556592155178,0.036036640649159,0.030531729732834,4.46067705148402E-06,0.376876234370445
39,0.253926990814499,0.012603457164428,0.063626964173908,4.86761622092359E-05,0.37666911314701
40,0.182807200162348,0.024700108415702,0.033402842294748,4.98896001408443E-05,0.376881397652379
41,0.207253423040919,0.013441195111602,0.056518408658726,2.00813943418742E-05,0.376795949606034
42,0.156555384716345,0.018251398946623,0.028280482381467,0.024757935899704,0.271448819911856
43,0.170598692246161,0.012664836366887,0.013157977090618,0.024768697456587,0.37684174094879
44,0.133609775423017,0.014195263864675,0.017794927036806,0.036116174684177,0.223164336098692
45,0.141171821309397,0.011299889454826,0.032531532547051,0.036115760423625,0.376839978234795
46,0.113712927319781,0.011405832933459,0.016959688757799,4.65664582560604E-06,0.376859792660105
47,0.117233989000933,0.00980995838952,0.032245583515889,4.89350834998885E-06,0.376838970364544
48,0.096566656821277,0.009346437796014,0.019476943926069,8.08610837372354E-08,0.376839314435354
49,0.097598195591056,0.008393192690238,0.024664929797833,3.35106893959711E-07,0.376837888526928
50,0.081861353515305,0.007747321684016,0.016638864963886,3.46690972632032E-06,0.376852640523623
